Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK57,OUT018,1927.4491119676431
FDD33,OUT010,2224.2733773362193
FDR34,OUT027,5773.304624828309
FDU04,OUT045,1965.2288471183404
FDE35,OUT019,140.34693355691752
NCD31,OUT035,2570.252177379429
FDJ56,OUT035,1674.5440034528806
NCU53,OUT046,2428.291841581926
FDD39,OUT035,3307.2721022564547
NCU17,OUT019,398.61558260782385
FDJ20,OUT046,1879.7364341684533
NCW41,OUT018,2355.2608021647334
FDL52,OUT035,784.9358387281015
FDS39,OUT035,2253.4344451678944
DRJ47,OUT045,2708.8711132687263
FDP13,OUT010,5.821320397609725
DRK39,OUT010,299.4013769464714
FDF28,OUT010,1034.5303348122038
FDB09,OUT045,2029.1658420780122
FDM51,OUT046,1595.3959867108229
DRM49,OUT018,651.6443406364185
DRF23,OUT013,2822.2233603037234
DRH01,OUT035,2703.3623121147098
FDH12,OUT027,2888.3209780031348
FDA28,OUT019,525.2394188639055
FDW37,OUT018,1312.7569181881142
FDF02,OUT046,1641.842299038365
DRL37,OUT046,847.8746793043395
NCF43,OUT046,2137.0008784243128
FDH08,OUT010,1855.6417310974998
FDR34,OUT019,1150.9114762573274
NCK19,OUT049,2945.1872632450168
NCD55,OUT018,844.3526458273459
FDT27,OUT049,3473.005595395477
FDQ57,OUT045,2327.6574294351694
FDA47,OUT035,2563.9821878003636
DRG15,OUT027,1841.8486434943043
FDE05,OUT018,2327.3015071143277
FDN46,OUT046,1593.9550072835768
FDX27,OUT027,2544.4133154607134
FDT51,OUT045,1819.8707945449473
FDU33,OUT013,816.1798774914273
FDJ16,OUT027,1755.6841556752404
FDD20,OUT019,511.2926605868811
FDT36,OUT049,755.0968698866916
DRF15,OUT027,3961.6612470438076
FDN52,OUT010,622.0307357058196
FDC22,OUT027,4886.415854808178
FDX15,OUT045,2524.7476802720284
FDT13,OUT013,3012.2015603822188
FDU04,OUT017,1981.6776251677416
FDU31,OUT019,1072.6454940991948
FDW59,OUT027,2373.7701151422752
NCO29,OUT046,2453.0610789944226
FDL15,OUT035,2413.5033948699192
FDI41,OUT049,2263.036351245336
FDQ48,OUT049,1640.4102220133518
DRI39,OUT013,991.52717353035
FDI08,OUT013,3983.8128281099407
FDC21,OUT049,1792.7845185861352
FDF58,OUT035,1143.0388482685441
FDS08,OUT010,1075.425801391634
FDE47,OUT045,1998.8144099338988
NCP18,OUT019,690.5392500022936
NCR41,OUT013,1616.2764284945135
FDA27,OUT013,4025.5735517655407
FDA43,OUT035,3014.5567124741524
FDA49,OUT045,1465.331644533695
NCE55,OUT018,2738.0738720443255
DRM49,OUT027,1434.7695187608101
FDF22,OUT027,5431.082737605575
FDQ15,OUT018,1082.7063995922204
NCS54,OUT017,2757.3480550026857
NCY05,OUT013,696.4964542310229
FDR45,OUT046,3433.0963661457013
FDK57,OUT049,1944.1461229132374
FDF41,OUT010,2391.410290427816
FDV21,OUT046,1933.5790039405547
FDD51,OUT046,874.7636120223538
FDF33,OUT046,1715.499516856229
FDA38,OUT046,3401.9370743017334
FDR56,OUT045,3028.259719935048
NCN41,OUT017,1990.7251973676625
FDC60,OUT027,2433.004935812157
FDB47,OUT045,3196.9920971916717
DRH01,OUT013,2826.7274966598966
FDW08,OUT046,1660.8623637670757
FDF38,OUT027,1273.4384463350798
FDY32,OUT017,2577.0497871916923
FDG34,OUT049,1786.763336118615
FDG47,OUT019,1341.665517025176
NCF18,OUT035,2944.42993705388
FDL39,OUT019,863.1749467912834
NCH55,OUT035,2041.89053257848
DRJ35,OUT049,1123.3685932597477
FDS44,OUT035,3653.575849092884
DRE01,OUT018,3690.561380878678
FDY39,OUT013,2952.348592329715
FDY32,OUT018,2437.841531328662
FDR33,OUT027,2983.9827915669293
NCP50,OUT049,1393.3586881242
FDZ47,OUT018,1313.0499831887225
FDU57,OUT049,2360.645552447214
FDY44,OUT013,3125.138250660677
DRH59,OUT018,1285.7918767993456
FDB03,OUT027,6049.168697072611
FDY46,OUT045,2891.4732247019647
FDM39,OUT045,2753.9776388451655
FDY36,OUT035,1320.6144073578585
NCM55,OUT035,2873.6247703793397
FDJ50,OUT010,191.54175106750995
DRL60,OUT013,2450.45542483077
NCJ54,OUT049,3450.536698474737
FDX59,OUT017,741.2340823368577
FDI07,OUT013,3197.031090613796
DRF51,OUT010,145.95297760657786
FDM14,OUT017,1826.180367785584
FDP21,OUT045,2909.4769086325323
FDE40,OUT035,1149.7279482625759
FDE05,OUT035,2344.046096081468
FDM13,OUT027,3499.3456757789627
FDC34,OUT027,4067.632407703506
NCI55,OUT018,1824.2031981243592
NCE43,OUT018,2681.404253114458
FDW58,OUT018,1431.1591025185467
FDG60,OUT045,3560.3062090883614
FDV31,OUT017,2774.699056091199
FDR47,OUT013,3114.5942973368665
FDM60,OUT019,21.452553916709803
NCF06,OUT018,3751.397023862706
NCN26,OUT027,3124.633437183509
FDQ59,OUT049,1460.8181086240488
FDF09,OUT046,746.5547997694955
NCS06,OUT017,4032.5832543608103
FDT44,OUT046,1827.0746692229554
FDI19,OUT017,3745.2191603843476
FDT22,OUT017,1113.7165125818728
NCF54,OUT027,4401.1072579153415
DRG25,OUT045,2888.2527040901223
FDB59,OUT017,3066.279361438044
FDQ37,OUT017,3016.438195669602
FDP56,OUT035,931.6387315931145
FDW44,OUT035,2696.0628781756077
FDJ26,OUT010,1971.334624823998
FDU43,OUT018,3432.719819124192
FDW33,OUT045,1738.1261209765532
NCX53,OUT027,3745.155460704067
FDN56,OUT010,702.3469763198516
DRF15,OUT049,2357.1873388237836
FDO33,OUT017,1892.613603612781
FDZ39,OUT010,308.93426469938845
NCJ19,OUT017,1038.2637010257017
FDU01,OUT035,2862.363418556582
FDT12,OUT035,3427.882395702956
NCM18,OUT018,1133.7928862811616
FDP19,OUT017,2099.3666349549176
NCR42,OUT049,745.2645151329536
FDN10,OUT046,1840.6544895427
FDG44,OUT017,1026.4099397489329
FDQ10,OUT046,2538.009738025866
DRH13,OUT049,1727.0853990122998
FDT52,OUT013,3900.61790122803
FDM56,OUT045,1819.4377305206756
NCO43,OUT010,251.7623971798589
NCV29,OUT035,2776.4413521584625
NCF06,OUT013,4122.586310839661
FDO50,OUT035,1551.416873067189
FDT59,OUT013,3669.050573333512
FDX40,OUT027,1216.51622448404
FDE50,OUT017,2903.5601929435165
FDX51,OUT017,3068.286063390493
NCD30,OUT018,1394.8543078884
FDK15,OUT013,1681.0790934036481
FDL12,OUT045,1118.9809294380086
FDK46,OUT017,3961.0592576904555
DRH49,OUT010,72.38183114030653
FDQ57,OUT046,2203.0274514569987
FDY59,OUT017,1587.128241122723
FDO09,OUT018,4022.8993686198482
NCG30,OUT035,2034.0641783880637
FDM09,OUT017,2667.454940056158
NCN17,OUT027,2743.671958248023
NCS42,OUT013,1513.701624833791
FDD02,OUT019,478.44037640045326
FDE34,OUT013,2936.408165778385
FDU38,OUT045,2984.018154058705
FDB33,OUT046,2344.5832735129834
NCJ29,OUT017,1498.0882712174448
FDZ27,OUT035,933.1878821749267
FDI40,OUT013,1670.0212348518871
FDG22,OUT013,710.3468360808085
FDT51,OUT017,1840.915431263877
FDF20,OUT018,3112.1368152956984
FDV50,OUT035,1992.6394489921586
FDT02,OUT049,791.7969721171769
DRC49,OUT017,2319.046414303124
FDF26,OUT049,2351.782477233094
FDV52,OUT035,1921.0819441120725
FDX59,OUT049,776.9759212674467
FDV25,OUT035,3397.15729479959
FDW23,OUT027,1261.6285217715083
FDE53,OUT018,1778.5964691361362
FDA19,OUT017,2108.150871029249
FDH22,OUT046,1925.519444660043
NCO41,OUT013,1641.339046041492
FDX12,OUT017,3694.821078743983
FDF17,OUT013,3144.674469349038
FDS11,OUT045,3394.531633988723
FDR51,OUT035,2385.4342747609776
FDT49,OUT010,539.912806368844
FDC56,OUT013,1977.1462056472628
FDR13,OUT027,3109.637159832581
FDQ60,OUT035,1953.7466333649388
FDN38,OUT049,3664.0323940266417
NCL29,OUT013,2560.878539977529
FDO13,OUT027,4239.899650724294
FDE26,OUT018,2256.7938149187
FDA31,OUT010,1234.5480680855521
FDX14,OUT035,1327.6825183314763
FDA34,OUT045,2721.9584451497585
FDF26,OUT013,2478.8258309327643
FDE38,OUT045,2602.526538244356
DRI11,OUT046,1768.0854618884025
FDQ60,OUT027,3158.562633406558
FDL21,OUT027,1278.9991305586195
DRC12,OUT027,4903.90992882997
FDC47,OUT046,3279.079222327594
FDE57,OUT045,2235.9001058190433
FDT14,OUT045,1959.0288980420623
NCZ53,OUT046,2772.7065326907687
FDE28,OUT018,3513.8612322055487
FDR19,OUT035,2306.5699557971243
NCF54,OUT019,817.77680104617
FDZ08,OUT046,1348.0363874099246
NCJ05,OUT018,2272.8778309245786
FDF59,OUT046,1952.9120434141387
NCO05,OUT035,1674.320685230838
FDW24,OUT018,762.5031579832664
NCX42,OUT018,2422.6123425200353
NCA53,OUT035,941.4683715116937
FDI45,OUT019,837.296041743368
FDG46,OUT046,1760.866028788023
FDM20,OUT010,2253.541127326507
FDW11,OUT010,486.1296970076987
FDX08,OUT035,2804.6194858992944
NCK17,OUT035,833.6558629302442
FDK32,OUT018,2362.1273323794244
NCA42,OUT035,2512.1332260806716
DRI01,OUT035,2676.1660696700387
NCL55,OUT049,3748.253765639619
DRE25,OUT018,1564.8746332257888
FDD14,OUT017,2857.940339701465
FDB10,OUT046,3378.3209677778405
DRN11,OUT035,2310.471363762989
FDP38,OUT018,936.3263455964543
NCA30,OUT017,2940.0949257392367
FDT15,OUT017,2896.844534940301
NCP55,OUT018,1041.5517079294175
FDF12,OUT035,2360.9493344891666
FDM21,OUT018,3639.184599538231
FDX56,OUT035,3176.442070812257
FDF10,OUT017,2333.7887747832415
FDT32,OUT045,2928.4882395144286
FDM51,OUT018,1698.3920253498115
NCR50,OUT018,2164.2184349453087
FDI19,OUT049,3589.5298035671904
FDX21,OUT017,1789.3114936967272
FDR31,OUT035,2308.8821878122985
FDY02,OUT013,4147.521616154174
NCA29,OUT045,2671.205702116054
NCX17,OUT046,3304.940800863925
FDM12,OUT045,2946.672144589271
FDI53,OUT027,4153.735162905229
NCU30,OUT049,2508.2690071472325
FDC56,OUT027,3218.7329406622953
FDK27,OUT018,2002.9110064135311
NCK18,OUT017,2632.6733893118376
FDB52,OUT019,1319.1865679751425
DRG25,OUT027,4816.183130925898
FDZ13,OUT049,997.3359000154699
FDB57,OUT019,1115.8711134220166
FDR40,OUT046,1362.0108658617046
NCO14,OUT019,45.946114472877525
NCN19,OUT045,2958.3202763982426
FDQ28,OUT019,706.0603721404063
FDO13,OUT018,2495.891023911163
FDK48,OUT013,1315.0340368358284
FDU07,OUT018,2431.4430286739944
FDW20,OUT046,1881.2234879528562
FDV12,OUT010,666.8215855945984
FDH24,OUT013,2547.352541349435
FDV59,OUT049,3232.5821839699574
FDK57,OUT045,1955.4098786910488
FDL16,OUT027,1425.2104603987395
NCQ17,OUT046,2324.3219208591504
FDJ15,OUT018,2908.01875232865
FDX24,OUT049,1563.80045501531
FDT47,OUT046,1528.2140024606351
FDT10,OUT049,1121.0570460526094
FDZ37,OUT018,1390.8015855841259
FDW43,OUT027,5793.923319020118
DRN36,OUT017,1622.3970310755503
FDJ14,OUT045,1395.0489274093018
FDA32,OUT013,3478.96663421953
FDJ38,OUT019,915.3419000789775
FDQ57,OUT017,2345.3384505630997
NCQ41,OUT019,936.4355046372634
FDG56,OUT049,1114.2659812081704
DRC13,OUT027,3288.277108428081
FDV55,OUT035,2302.643752573723
FDQ49,OUT045,2465.4941086737194
FDE29,OUT010,296.45905066531145
FDR03,OUT013,3297.7719555683707
FDD45,OUT049,1556.3839914668856
FDN38,OUT010,1950.7755145339172
FDT56,OUT046,1040.9748878651887
FDT48,OUT045,3068.49131536146
FDU03,OUT049,2742.5480744273154
FDC56,OUT010,765.2006527941608
NCO43,OUT027,2702.4963024817457
FDQ27,OUT017,1692.381157958528
FDR03,OUT046,2988.512269116675
DRH23,OUT010,362.62837249245285
FDG22,OUT045,786.6122985473442
NCJ42,OUT013,1716.1635320333246
FDR24,OUT046,1464.5729594760237
FDW60,OUT035,2740.868557886449
FDJ08,OUT013,3058.4822845188555
DRL59,OUT018,902.407936566862
FDG60,OUT010,1509.1099237530943
FDW27,OUT017,2470.0068870604086
FDX14,OUT018,1352.3522600355668
FDC20,OUT013,997.1685152893717
NCS29,OUT018,3980.5197980389707
FDJ56,OUT046,1597.4946067929507
FDB20,OUT019,239.69096804674473
FDL28,OUT027,5774.054913562142
FDW01,OUT018,2416.423344038467
FDL03,OUT046,2866.2654199148524
FDX22,OUT049,3127.9336758394743
FDJ21,OUT035,2306.8936661898706
FDR31,OUT045,2333.3359181452197
FDG21,OUT035,2402.9420412170566
FDS22,OUT027,1357.2286027179612
FDK08,OUT035,1665.5704078405272
FDE17,OUT018,2133.319316494043
NCN30,OUT017,1623.7237850554247
FDT50,OUT046,1547.9117014757094
NCX42,OUT049,2507.9751213956206
FDJ12,OUT035,3206.1121459308324
NCA18,OUT027,3133.380474194406
FDP23,OUT019,1079.0207106765033
FDX12,OUT013,3837.937817869186
FDN40,OUT018,2194.6045461568565
FDV48,OUT035,1359.4189096728135
NCY54,OUT013,2774.1421646715794
FDL16,OUT010,326.3356674079214
FDR45,OUT018,3692.888290745086
FDJ52,OUT046,2389.245777063178
DRG01,OUT017,1360.2250953695016
FDP52,OUT013,3678.8513071571024
FDU58,OUT017,2911.0946921662353
FDL02,OUT045,1732.3190120765667
FDG28,OUT013,3885.867013367292
FDA19,OUT035,2078.3961292554195
FDW46,OUT027,1922.4524470898289
NCD43,OUT049,1696.200581656507
DRG39,OUT013,932.8810785498672
NCF55,OUT049,771.0245130764765
FDJ07,OUT046,1822.9913322706434
FDE08,OUT046,2244.805136628287
FDP56,OUT019,75.61856648394723
FDT45,OUT045,1006.6347909940805
FDF17,OUT018,2751.852112522888
FDX44,OUT046,1430.3733032481628
FDM28,OUT027,4615.36217805358
FDI36,OUT049,2987.388653668554
FDS07,OUT045,1888.206908954401
FDD36,OUT045,1922.996975482181
FDW11,OUT046,1076.3061870082715
FDN40,OUT049,2381.5388159991876
NCQ18,OUT049,1625.8046864179555
NCQ54,OUT017,2629.127465867158
NCS42,OUT045,1545.960046519972
DRH39,OUT010,-162.7594243209969
FDC09,OUT027,2807.7171744076104
FDT08,OUT010,1386.6686356691498
FDC08,OUT035,3445.2395633060537
FDT20,OUT017,791.1402976122026
FDS35,OUT035,1163.762827119213
FDX58,OUT018,2875.3020190823568
FDW58,OUT046,1651.995642206446
DRD27,OUT046,1574.1705072659813
FDH32,OUT019,362.5679140194459
FDS26,OUT035,3971.5565648887173
FDQ31,OUT046,1406.8005998278547
FDP11,OUT018,3362.483020843831
FDD58,OUT017,1671.6997823890417
FDM33,OUT045,3347.010769671814
FDZ16,OUT049,2951.5964104348586
NCS29,OUT010,2392.771997819562
NCM18,OUT019,137.52958789364857
FDP11,OUT049,3276.7717076942768
NCC42,OUT017,2276.742733868745
DRM23,OUT046,2548.504893243792
NCN55,OUT027,6027.799714146969
FDK46,OUT013,4102.522209446372
FDR01,OUT046,2878.0277224202982
NCA05,OUT045,2362.02649870715
NCP43,OUT017,2793.4035539328256
FDR12,OUT010,1597.9255213702738
FDQ01,OUT013,4061.700990013066
FDM13,OUT046,1994.000907231797
FDQ19,OUT017,3718.715634614262
FDK56,OUT019,891.6355214533539
NCX06,OUT010,1425.6709568613117
FDO56,OUT027,3167.3714030347946
FDU45,OUT045,1848.4575140450906
FDI16,OUT019,107.29007777455854
FDL32,OUT046,1764.8314960381235
FDA07,OUT046,1896.370085677383
FDA14,OUT045,2336.6927465132962
FDV46,OUT027,3666.864255927385
NCO07,OUT035,3277.9900402006433
NCP41,OUT046,1667.9391342942408
FDY60,OUT018,2265.094676338307
FDN38,OUT017,3831.2844736426705
FDO15,OUT046,1259.9639443777405
FDT60,OUT013,2017.8061728918558
FDA55,OUT035,3439.748972321736
FDE02,OUT010,628.1898050115733
DRJ39,OUT049,3281.14151880191
FDV34,OUT035,1315.9450198301115
FDS20,OUT027,4721.333338713278
FDF02,OUT027,2787.910501566976
FDW40,OUT017,2306.51721332693
NCB43,OUT046,2720.457649568476
FDR58,OUT017,1544.4350708436323
DRJ59,OUT035,825.298581494606
NCD30,OUT017,1655.990856239769
FDE14,OUT017,1657.0281294405183
FDC28,OUT018,1674.88632255112
FDU16,OUT018,1221.4310576196806
NCD19,OUT035,1047.3965540121906
FDU21,OUT046,751.3127765564618
FDV59,OUT027,5504.563546892552
FDU03,OUT045,2823.5830870569725
FDC33,OUT010,1713.242746095317
NCR42,OUT035,748.315013524782
DRH59,OUT035,1325.1027420707128
NCM31,OUT035,2267.5213982371492
FDS50,OUT035,3410.5483340532883
FDP39,OUT046,969.8364823512475
FDQ55,OUT013,1932.259282653682
FDV36,OUT019,523.8385221455669
FDI05,OUT027,2169.0742533661078
FDS45,OUT027,2891.5073307904922
FDA39,OUT045,788.8116773230879
FDC37,OUT010,865.8416956848178
FDJ60,OUT027,4296.071583841499
DRQ35,OUT046,1891.4621631852408
NCJ06,OUT046,1840.0296112121591
NCY42,OUT018,2112.5011199902365
DRM37,OUT049,2963.6932063096247
FDR14,OUT045,990.3627184983775
FDE51,OUT049,883.3448854925955
FDT33,OUT017,2630.513217222106
FDR08,OUT013,1857.0677163148694
FDE36,OUT010,836.7575147607947
FDL22,OUT019,318.350541170149
FDR44,OUT013,2145.176136651614
FDI56,OUT019,313.9588316457914
FDE47,OUT010,1123.3140401193218
FDV27,OUT010,493.78607604307854
FDV10,OUT049,857.8888826157583
FDC40,OUT045,1362.0986993649117
NCX41,OUT013,3364.3335437984388
NCQ38,OUT027,2838.460017843302
FDV12,OUT027,2731.8620336844515
FDE52,OUT017,1516.7483818647397
FDG20,OUT027,4545.00598893662
FDV16,OUT027,1155.7190937291502
FDI32,OUT017,1884.38069727585
FDJ32,OUT049,1137.430983012783
FDN39,OUT018,2452.4836210109224
FDY34,OUT017,2646.6939183261316
FDC14,OUT035,842.0152921267961
FDA55,OUT017,3462.583742286392
FDZ50,OUT010,1716.328304499502
DRG13,OUT049,2536.4525850891982
FDP01,OUT013,2469.2807271341735
NCG54,OUT017,2725.723063079328
FDM13,OUT045,2112.8169101832495
NCO18,OUT027,4589.306264872913
NCW41,OUT013,2532.6904371983496
FDM52,OUT027,3861.312503224989
NCF55,OUT035,741.5608223663812
FDT09,OUT046,2007.7869044946888
NCM19,OUT035,1830.7340332839883
FDW12,OUT018,2259.2184525874873
FDP15,OUT019,1311.8040456447666
FDK36,OUT045,928.3942128559775
FDZ25,OUT035,2695.5407693151697
NCW06,OUT049,2921.682946996214
FDW60,OUT046,2610.4487706529767
DRC49,OUT013,2363.948780919942
NCT17,OUT035,2951.063836155221
NCN06,OUT018,2521.2275133670755
FDC45,OUT013,2756.631430902764
DRJ47,OUT019,803.814490542554
NCF06,OUT045,3905.4188338237445
FDE21,OUT010,1053.7753998565138
DRG27,OUT013,756.6568943830832
FDW40,OUT049,2223.1388643090945
NCO53,OUT046,2710.405752234139
FDE23,OUT049,897.6891731555611
FDQ16,OUT046,1693.4351754080622
FDS26,OUT045,3917.451385622781
FDZ13,OUT010,54.94788447140354
FDS14,OUT049,2412.3509933537357
FDC10,OUT045,1938.591327472826
FDY16,OUT049,2800.943906984591
FDJ20,OUT035,2021.8976330273008
FDV43,OUT035,858.7228046736111
FDZ32,OUT027,2861.4530434712933
FDR23,OUT046,2579.2461204745714
FDN24,OUT035,1006.6487560268254
FDE34,OUT027,4691.27905139408
FDU31,OUT013,3489.125816891978
FDW33,OUT018,1730.8630254612372
FDU26,OUT046,1819.3156060172919
FDE20,OUT027,4375.8633660858495
NCW05,OUT035,1743.6620881282233
FDB22,OUT018,2314.903649552363
FDO56,OUT046,1806.9595204781476
FDA19,OUT027,3426.61515522582
DRI39,OUT045,1047.9091501892558
FDH52,OUT018,1047.9707736885723
FDZ50,OUT035,2856.2102627131517
NCN42,OUT035,2332.8457933478157
FDB53,OUT013,2420.5805621860877
DRG11,OUT017,1804.6497881711234
DRK11,OUT027,3881.0574434482833
FDQ60,OUT017,1991.5472977228792
FDT36,OUT017,745.2374576162717
DRG25,OUT018,2895.333011188888
DRJ23,OUT046,2776.3035723730127
FDG05,OUT035,2505.55418104939
NCK06,OUT018,1669.0781934173178
FDU52,OUT017,2457.5620451086024
FDW07,OUT018,1357.1478239839735
NCM17,OUT045,881.8959430941813
FDA22,OUT045,2634.9682481566474
NCA41,OUT018,2959.01111706817
FDF38,OUT035,848.1071093765977
FDH52,OUT046,1093.6356784885406
FDY58,OUT019,1132.5730084559455
FDZ16,OUT045,3020.322921977994
NCM18,OUT017,1141.1901971511538
FDA22,OUT018,2499.0953999759704
NCJ43,OUT035,2750.7152589923408
FDI34,OUT027,5821.541542285793
FDG56,OUT046,1083.2152838395143
FDS34,OUT046,1786.743234628738
DRC01,OUT035,956.8465855215416
FDQ04,OUT035,802.8157153391901
FDK04,OUT035,1070.8102780005838
FDT51,OUT049,1794.0609286047973
FDV26,OUT017,3043.879909224485
FDS04,OUT049,2216.158531673292
FDW43,OUT018,3240.9062079385303
FDQ28,OUT010,1410.1957472003762
NCK06,OUT017,1969.6031909118742
FDS23,OUT018,1764.2881034674385
FDZ36,OUT019,902.0088565897479
FDE56,OUT018,1023.510385123974
FDW10,OUT027,4500.705713000326
NCN14,OUT045,2871.909155999196
NCQ18,OUT045,1645.7205957112733
FDW08,OUT017,1780.8323820163132
FDU43,OUT035,3604.066892364303
FDR33,OUT010,603.2611135610132
FDM24,OUT010,863.4217419396209
NCZ05,OUT046,1628.0942613203706
NCV41,OUT035,1855.4049871747313
FDV11,OUT018,2684.053497782991
NCY05,OUT035,782.3968572635574
FDV44,OUT018,2865.2389412148164
FDW32,OUT049,1434.9176194089735
NCU18,OUT027,3741.218819182877
NCC43,OUT035,3822.2052998632944
FDW19,OUT013,1842.9710878673109
FDN31,OUT035,2980.697106463682
FDI48,OUT045,971.1729896494842
FDS24,OUT017,1521.120170631658
FDF46,OUT049,1853.0325661381798
DRG23,OUT017,2424.6334687926555
FDG14,OUT018,2346.870051894125
NCY30,OUT049,2715.792561611642
FDO28,OUT018,1741.4105978264433
DRD24,OUT035,2282.239459644229
FDI33,OUT049,1516.0286320467312
FDN32,OUT046,2715.4075833731463
FDR16,OUT045,3257.6534907230052
FDF26,OUT046,2289.7813225419204
NCN29,OUT018,909.9461512840962
FDE20,OUT045,2644.876783074999
FDA46,OUT046,2813.839176129843
FDU28,OUT045,2906.335040861903
FDQ48,OUT045,1663.7024749179636
FDV36,OUT013,2094.0039288891458
FDR14,OUT018,993.7527619819507
FDP23,OUT017,3341.6364418073117
FDP56,OUT013,915.3219290999284
FDK48,OUT010,292.6992387025459
FDR48,OUT046,2286.962035770531
NCY29,OUT049,1077.961925124125
FDM22,OUT018,998.1578450046695
DRJ01,OUT013,2623.7747177671476
FDZ43,OUT045,3717.0582670570493
FDV03,OUT035,2445.1296037606203
FDX11,OUT027,4660.412742723707
NCA41,OUT027,4948.960493500097
FDE38,OUT017,2632.228194165986
FDI27,OUT018,806.1396933367887
FDN32,OUT013,2947.441465680572
NCN43,OUT017,1992.7947135934182
FDB47,OUT027,5270.56368653102
FDV03,OUT017,2470.7693414010664
NCN30,OUT045,1642.489503003589
NCV54,OUT010,1056.7133098591564
FDV07,OUT013,1823.5562613044435
FDP07,OUT049,2980.487075524434
FDK48,OUT018,1147.102343600893
FDM15,OUT019,683.7548902331218
FDY19,OUT027,3140.441735885613
FDK46,OUT046,3694.8500213751495
FDY11,OUT045,1179.3036106232921
FDH09,OUT046,966.7505807164857
FDO08,OUT027,4277.888953703214
FDU14,OUT013,3978.7940134669975
FDD22,OUT027,3031.407687673239
FDM27,OUT017,2505.7104365507685
FDL02,OUT027,2870.1383478648495
NCA17,OUT035,2332.3448990203688
FDE38,OUT019,764.7915613747496
NCG07,OUT049,2861.254047737723
DRC27,OUT013,3936.6233590384404
FDA27,OUT035,3865.0548722558706
FDW40,OUT045,2269.3439499881497
DRI11,OUT013,1904.199584397143
FDN50,OUT046,1520.4695275699319
FDR12,OUT046,2533.198789689395
FDT34,OUT027,2832.9610662371033
FDW11,OUT035,1129.920241693581
NCO30,OUT027,4707.837638830017
FDZ34,OUT017,3021.2744275826717
FDU45,OUT017,1869.7292755131123
NCD42,OUT035,779.8986809573369
FDX25,OUT045,2823.471813470186
NCR29,OUT046,1012.8088327866774
FDX43,OUT019,784.3263542985387
FDB04,OUT010,720.030384789196
FDR49,OUT027,1447.3297320582158
FDS39,OUT018,2103.7433874794465
FDW58,OUT045,1732.5570266061968
FDG22,OUT019,4.136944094985665
FDG31,OUT017,1154.8703644765699
NCV53,OUT027,6049.980718423785
DRJ37,OUT035,2393.565386652056
FDV07,OUT035,1818.68407452854
FDW52,OUT018,2631.845250870935
FDT15,OUT045,2873.8268138428048
FDD02,OUT018,1871.9189103440617
FDM16,OUT035,1297.8108802361091
NCE55,OUT046,2588.2784834444883
FDB57,OUT018,3139.8701184788147
FDQ04,OUT013,784.2460761221996
FDQ47,OUT019,-16.987764916482774
FDY14,OUT019,1357.20219138988
DRK37,OUT017,2931.391472396135
FDO25,OUT017,3241.504482188092
FDL57,OUT046,3701.0252028540726
NCK29,OUT018,1748.1881821697318
FDK46,OUT027,6536.101336667796
NCB43,OUT010,1058.1529757785302
DRE01,OUT027,6079.973273125643
FDC46,OUT018,2780.18483679789
FDQ23,OUT045,1720.3305259443146
FDX38,OUT049,972.6879906929191
FDG60,OUT018,3336.9883547241243
FDW55,OUT017,3792.3173391092164
FDP39,OUT013,906.4733969392898
FDB20,OUT018,1241.647749338085
FDV21,OUT017,2055.1820958199514
FDZ02,OUT013,1613.2839863329473
FDP19,OUT027,3406.808482385186
FDA38,OUT035,3683.5624862377963
FDH22,OUT045,2037.6826432151095
DRM11,OUT045,3951.2743871386474
FDO12,OUT027,4973.392363978415
FDT14,OUT049,1929.999439407711
FDW34,OUT010,2225.8585859966515
FDG04,OUT027,4817.745441010906
FDW59,OUT018,1465.4031623967267
FDR33,OUT018,1656.6420866352084
FDP32,OUT013,2105.602593977827
FDL13,OUT027,5872.9030799132925
FDD22,OUT013,1880.4080284156287
FDV40,OUT027,2051.98172425933
NCD55,OUT046,825.9078003920076
FDQ20,OUT010,44.80528503582718
FDD28,OUT045,1075.2498586197098
FDC39,OUT045,3204.834873545167
NCR17,OUT049,1890.5368504023754
DRO35,OUT018,1913.9373712188944
FDF40,OUT049,3667.4600033037464
FDR31,OUT018,2117.471513874313
NCQ41,OUT017,3050.8019733148544
FDP38,OUT046,934.1587861742598
NCU54,OUT027,5321.9869567758615
FDG22,OUT018,609.9325389518322
DRK59,OUT013,3736.503232495103
FDC37,OUT046,1676.2273411727047
NCO42,OUT013,2357.890644676331
NCT42,OUT017,2391.689748638756
FDX27,OUT035,1568.5070685918652
FDV40,OUT018,1192.0512699907088
FDT45,OUT027,1641.027690621986
FDS47,OUT019,302.4202758401732
FDR45,OUT035,3641.924659853261
FDB03,OUT045,3641.1611244979304
FDO49,OUT035,998.7720606615671
FDU60,OUT027,4317.317101532461
FDB26,OUT018,979.3279842951113
FDB46,OUT017,3309.7218472183577
FDQ37,OUT019,947.0134113695894
FDN03,OUT017,3825.5424002757113
NCX30,OUT045,3776.62810845059
FDK32,OUT019,696.5053233877388
DRM47,OUT013,3087.632894470989
NCO02,OUT046,1163.6195571889793
FDP04,OUT013,1123.6000152128468
NCO43,OUT049,1652.1624368706562
FDD59,OUT013,1383.8439448931
FDQ10,OUT017,2712.0125187533167
FDW45,OUT035,2352.8783907011666
NCK30,OUT049,3767.993699584794
FDU31,OUT018,3325.9110906818983
NCQ17,OUT019,703.0540071077967
